	e8.5	e8.5	e8.5	e8.5	e8.5	e8.5
GATA1_MOUSE.H11MO.0.A	8.415029242226924e-4	8.415029242226924e-4	8.415029242226924e-4	8.415029242226924e-4	8.415029242226924e-4	8.415029242226924e-4
GATA1_MOUSE.H11MO.1.A	4.2075146211129066e-4	4.2075146211129066e-4	4.2075146211129066e-4	4.2075146211129066e-4	4.2075146211129066e-4	4.2075146211129066e-4
GATA2_MOUSE.H11MO.0.A	4.2075146211129066e-4	4.2075146211129066e-4	4.2075146211129066e-4	4.2075146211129066e-4	4.2075146211129066e-4	4.2075146211129066e-4
GATA3_MOUSE.H11MO.0.A	7.994277780115633e-4	7.994277780115633e-4	7.994277780115633e-4	7.994277780115633e-4	7.994277780115633e-4	7.994277780115633e-4
GATA4_MOUSE.H11MO.0.A	4.2075146211129066e-4	4.2075146211129066e-4	4.2075146211129066e-4	4.2075146211129066e-4	4.2075146211129066e-4	4.2075146211129066e-4
GATA5_MOUSE.H11MO.0.D	5.511844153658463e-3	5.511844153658463e-3	5.511844153658463e-3	5.511844153658463e-3	5.511844153658463e-3	5.511844153658463e-3
GATA6_MOUSE.H11MO.0.A	2.524508772667744e-4	2.524508772667744e-4	2.524508772667744e-4	2.524508772667744e-4	2.524508772667744e-4	2.524508772667744e-4
GCM1_MOUSE.H11MO.0.D	4.6703412294357705e-3	4.6703412294357705e-3	4.6703412294357705e-3	4.6703412294357705e-3	4.6703412294357705e-3	4.6703412294357705e-3
GCR_MOUSE.H11MO.0.A	1.4305549711784993e-3	1.4305549711784993e-3	1.4305549711784993e-3	1.4305549711784993e-3	1.4305549711784993e-3	1.4305549711784993e-3
GCR_MOUSE.H11MO.1.A	7.994277780115633e-4	7.994277780115633e-4	7.994277780115633e-4	7.994277780115633e-4	7.994277780115633e-4	7.994277780115633e-4
GFI1_MOUSE.H11MO.0.C	2.398283334034579e-3	2.398283334034579e-3	2.398283334034579e-3	2.398283334034579e-3	2.398283334034579e-3	2.398283334034579e-3
GFI1B_MOUSE.H11MO.0.A	1.4726301173896283e-3	1.4726301173896283e-3	1.4726301173896283e-3	1.4726301173896283e-3	1.4726301173896283e-3	1.4726301173896283e-3
GLI1_MOUSE.H11MO.0.C	9.256532166449505e-4	9.256532166449505e-4	9.256532166449505e-4	9.256532166449505e-4	9.256532166449505e-4	9.256532166449505e-4
GLI2_MOUSE.H11MO.0.D	2.3730382463079014e-2	2.3730382463079014e-2	2.3730382463079014e-2	2.3730382463079014e-2	2.3730382463079014e-2	2.3730382463079014e-2
GLI3_MOUSE.H11MO.0.D	5.469769007446779e-4	5.469769007446779e-4	5.469769007446779e-4	5.469769007446779e-4	5.469769007446779e-4	5.469769007446779e-4
GLIS3_MOUSE.H11MO.0.D	5.553919299869592e-3	5.553919299869592e-3	5.553919299869592e-3	5.553919299869592e-3	5.553919299869592e-3	5.553919299869592e-3
GRHL2_MOUSE.H11MO.0.A	8.835780704338214e-4	8.835780704338214e-4	8.835780704338214e-4	8.835780704338214e-4	8.835780704338214e-4	8.835780704338214e-4
HAND1_MOUSE.H11MO.0.C	2.524508772667744e-4	2.524508772667744e-4	2.524508772667744e-4	2.524508772667744e-4	2.524508772667744e-4	2.524508772667744e-4
HAND1_MOUSE.H11MO.1.C	0.0	0.0	0.0	0.0	0.0	0.0
HBP1_MOUSE.H11MO.0.D	5.764295030925237e-3	5.764295030925237e-3	5.764295030925237e-3	5.764295030925237e-3	5.764295030925237e-3	5.764295030925237e-3
HEN1_MOUSE.H11MO.0.C	1.6830058484451627e-4	1.6830058484451627e-4	1.6830058484451627e-4	1.6830058484451627e-4	1.6830058484451627e-4	1.6830058484451627e-4
HES1_MOUSE.H11MO.0.D	9.256532166449505e-4	9.256532166449505e-4	9.256532166449505e-4	9.256532166449505e-4	9.256532166449505e-4	9.256532166449505e-4
HESX1_MOUSE.H11MO.0.D	3.5763874279463037e-3	3.5763874279463037e-3	3.5763874279463037e-3	3.5763874279463037e-3	3.5763874279463037e-3	3.5763874279463037e-3
HEY2_MOUSE.H11MO.0.D	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4
HIC1_MOUSE.H11MO.0.C	2.524508772667966e-3	2.524508772667966e-3	2.524508772667966e-3	2.524508772667966e-3	2.524508772667966e-3	2.524508772667966e-3
HIF1A_MOUSE.H11MO.0.C	3.702612866579691e-3	3.702612866579691e-3	3.702612866579691e-3	3.702612866579691e-3	3.702612866579691e-3	3.702612866579691e-3
HINFP_MOUSE.H11MO.0.C	7.868052341481913e-3	7.868052341481913e-3	7.868052341481913e-3	7.868052341481913e-3	7.868052341481913e-3	7.868052341481913e-3
HLF_MOUSE.H11MO.0.C	5.427693861236205e-3	5.427693861236205e-3	5.427693861236205e-3	5.427693861236205e-3	5.427693861236205e-3	5.427693861236205e-3
HLTF_MOUSE.H11MO.0.D	9.256532166449505e-4	9.256532166449505e-4	9.256532166449505e-4	9.256532166449505e-4	9.256532166449505e-4	9.256532166449505e-4
HMGA1_MOUSE.H11MO.0.D	5.890520469558624e-3	5.890520469558624e-3	5.890520469558624e-3	5.890520469558624e-3	5.890520469558624e-3	5.890520469558624e-3
HMGA2_MOUSE.H11MO.0.D	7.62401649345732e-2	7.62401649345732e-2	7.62401649345732e-2	7.62401649345732e-2	7.62401649345732e-2	7.62401649345732e-2
HNF1A_MOUSE.H11MO.0.A	6.689948247570188e-3	6.689948247570188e-3	6.689948247570188e-3	6.689948247570188e-3	6.689948247570188e-3	6.689948247570188e-3
HNF1B_MOUSE.H11MO.0.A	7.405225733159382e-3	7.405225733159382e-3	7.405225733159382e-3	7.405225733159382e-3	7.405225733159382e-3	7.405225733159382e-3
HNF1B_MOUSE.H11MO.1.A	5.427693861236205e-3	5.427693861236205e-3	5.427693861236205e-3	5.427693861236205e-3	5.427693861236205e-3	5.427693861236205e-3
HNF4A_MOUSE.H11MO.0.A	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4
HNF4G_MOUSE.H11MO.0.C	4.2075146211129066e-4	4.2075146211129066e-4	4.2075146211129066e-4	4.2075146211129066e-4	4.2075146211129066e-4	4.2075146211129066e-4
HNF6_MOUSE.H11MO.0.A	2.0364370766188467e-2	2.0364370766188467e-2	2.0364370766188467e-2	2.0364370766188467e-2	2.0364370766188467e-2	2.0364370766188467e-2
HSF1_MOUSE.H11MO.0.A	1.0939538014894667e-3	1.0939538014894667e-3	1.0939538014894667e-3	1.0939538014894667e-3	1.0939538014894667e-3	1.0939538014894667e-3
HSF1_MOUSE.H11MO.1.A	1.304329532545112e-3	1.304329532545112e-3	1.304329532545112e-3	1.304329532545112e-3	1.304329532545112e-3	1.304329532545112e-3
HSF2_MOUSE.H11MO.0.A	4.922792106702545e-3	4.922792106702545e-3	4.922792106702545e-3	4.922792106702545e-3	4.922792106702545e-3	4.922792106702545e-3
HTF4_MOUSE.H11MO.0.A	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4
HXA10_MOUSE.H11MO.0.C	1.1781040939117249e-2	1.1781040939117249e-2	1.1781040939117249e-2	1.1781040939117249e-2	1.1781040939117249e-2	1.1781040939117249e-2
HXA13_MOUSE.H11MO.0.C	2.524508772667966e-3	2.524508772667966e-3	2.524508772667966e-3	2.524508772667966e-3	2.524508772667966e-3	2.524508772667966e-3
HXA1_MOUSE.H11MO.0.C	3.997138890057594e-3	3.997138890057594e-3	3.997138890057594e-3	3.997138890057594e-3	3.997138890057594e-3	3.997138890057594e-3
HXA5_MOUSE.H11MO.0.D	3.0378255564438073e-2	3.0378255564438073e-2	3.0378255564438073e-2	3.0378255564438073e-2	3.0378255564438073e-2	3.0378255564438073e-2
HXA7_MOUSE.H11MO.0.D	6.142971346825399e-3	6.142971346825399e-3	6.142971346825399e-3	6.142971346825399e-3	6.142971346825399e-3	6.142971346825399e-3
HXA9_MOUSE.H11MO.0.B	6.142971346825399e-3	6.142971346825399e-3	6.142971346825399e-3	6.142971346825399e-3	6.142971346825399e-3	6.142971346825399e-3
HXB1_MOUSE.H11MO.0.D	7.7839020490596544e-3	7.7839020490596544e-3	7.7839020490596544e-3	7.7839020490596544e-3	7.7839020490596544e-3	7.7839020490596544e-3
HXB4_MOUSE.H11MO.0.A	7.2369251483148656e-3	7.2369251483148656e-3	7.2369251483148656e-3	7.2369251483148656e-3	7.2369251483148656e-3	7.2369251483148656e-3
HXB6_MOUSE.H11MO.0.D	8.751630411915734e-3	8.751630411915734e-3	8.751630411915734e-3	8.751630411915734e-3	8.751630411915734e-3	8.751630411915734e-3
HXB7_MOUSE.H11MO.0.C	8.204653511170945e-3	8.204653511170945e-3	8.204653511170945e-3	8.204653511170945e-3	8.204653511170945e-3	8.204653511170945e-3
HXB8_MOUSE.H11MO.0.C	3.84146084907645e-2	3.84146084907645e-2	3.84146084907645e-2	3.84146084907645e-2	3.84146084907645e-2	3.84146084907645e-2
HXC6_MOUSE.H11MO.0.D	8.166785879580929e-2	8.166785879580929e-2	8.166785879580929e-2	8.166785879580929e-2	8.166785879580929e-2	8.166785879580929e-2
HXC8_MOUSE.H11MO.0.D	1.1528590061850474e-2	1.1528590061850474e-2	1.1528590061850474e-2	1.1528590061850474e-2	1.1528590061850474e-2	1.1528590061850474e-2
HXD10_MOUSE.H11MO.0.D	6.311271931669915e-3	6.311271931669915e-3	6.311271931669915e-3	6.311271931669915e-3	6.311271931669915e-3	6.311271931669915e-3
HXD13_MOUSE.H11MO.0.D	3.786763159001949e-3	3.786763159001949e-3	3.786763159001949e-3	3.786763159001949e-3	3.786763159001949e-3	3.786763159001949e-3
HXD4_MOUSE.H11MO.0.D	8.709555265704494e-3	8.709555265704494e-3	8.709555265704494e-3	8.709555265704494e-3	8.709555265704494e-3	8.709555265704494e-3
HXD9_MOUSE.H11MO.0.D	5.806370177136366e-3	5.806370177136366e-3	5.806370177136366e-3	5.806370177136366e-3	5.806370177136366e-3	5.806370177136366e-3
IKZF1_MOUSE.H11MO.0.C	6.732023393781761e-4	6.732023393781761e-4	6.732023393781761e-4	6.732023393781761e-4	6.732023393781761e-4	6.732023393781761e-4
INSM1_MOUSE.H11MO.0.C	1.4305549711784993e-3	1.4305549711784993e-3	1.4305549711784993e-3	1.4305549711784993e-3	1.4305549711784993e-3	1.4305549711784993e-3
IRF1_MOUSE.H11MO.0.A	4.2075146211129066e-4	4.2075146211129066e-4	4.2075146211129066e-4	4.2075146211129066e-4	4.2075146211129066e-4	4.2075146211129066e-4
IRF2_MOUSE.H11MO.0.B	5.049017545335488e-4	5.049017545335488e-4	5.049017545335488e-4	5.049017545335488e-4	5.049017545335488e-4	5.049017545335488e-4
IRF3_MOUSE.H11MO.0.A	4.2075146211129066e-5	4.2075146211129066e-5	4.2075146211129066e-5	4.2075146211129066e-5	4.2075146211129066e-5	4.2075146211129066e-5
IRF4_MOUSE.H11MO.0.A	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4
IRF5_MOUSE.H11MO.0.D	8.036352926326429e-3	8.036352926326429e-3	8.036352926326429e-3	8.036352926326429e-3	8.036352926326429e-3	8.036352926326429e-3
IRF7_MOUSE.H11MO.0.C	3.3660116968906584e-3	3.3660116968906584e-3	3.3660116968906584e-3	3.3660116968906584e-3	3.3660116968906584e-3	3.3660116968906584e-3
IRF8_MOUSE.H11MO.0.A	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4
IRF9_MOUSE.H11MO.0.C	0.2293516219968864	0.2293516219968864	0.2293516219968864	0.2293516219968864	0.2293516219968864	0.2293516219968864
ISL1_MOUSE.H11MO.0.A	5.806370177136366e-3	5.806370177136366e-3	5.806370177136366e-3	5.806370177136366e-3	5.806370177136366e-3	5.806370177136366e-3
ITF2_MOUSE.H11MO.0.B	7.573526318004342e-4	7.573526318004342e-4	7.573526318004342e-4	7.573526318004342e-4	7.573526318004342e-4	7.573526318004342e-4
JUN_MOUSE.H11MO.0.A	4.2075146211129066e-5	4.2075146211129066e-5	4.2075146211129066e-5	4.2075146211129066e-5	4.2075146211129066e-5	4.2075146211129066e-5
JUNB_MOUSE.H11MO.0.A	4.2075146211129066e-5	4.2075146211129066e-5	4.2075146211129066e-5	4.2075146211129066e-5	4.2075146211129066e-5	4.2075146211129066e-5
JUND_MOUSE.H11MO.0.A	4.2075146211129066e-5	4.2075146211129066e-5	4.2075146211129066e-5	4.2075146211129066e-5	4.2075146211129066e-5	4.2075146211129066e-5
KAISO_MOUSE.H11MO.0.B	4.2075146211129066e-4	4.2075146211129066e-4	4.2075146211129066e-4	4.2075146211129066e-4	4.2075146211129066e-4	4.2075146211129066e-4
KAISO_MOUSE.H11MO.1.B	1.0098035090672086e-3	1.0098035090672086e-3	1.0098035090672086e-3	1.0098035090672086e-3	1.0098035090672086e-3	1.0098035090672086e-3
KAISO_MOUSE.H11MO.2.B	1.851306433289901e-3	1.851306433289901e-3	1.851306433289901e-3	1.851306433289901e-3	1.851306433289901e-3	1.851306433289901e-3
KLF15_MOUSE.H11MO.0.A	0.0	0.0	0.0	0.0	0.0	0.0
KLF1_MOUSE.H11MO.0.A	0.0	0.0	0.0	0.0	0.0	0.0
KLF3_MOUSE.H11MO.0.A	0.0	0.0	0.0	0.0	0.0	0.0
KLF4_MOUSE.H11MO.0.A	0.0	0.0	0.0	0.0	0.0	0.0
KLF5_MOUSE.H11MO.0.A	0.0	0.0	0.0	0.0	0.0	0.0
KLF6_MOUSE.H11MO.0.B	0.0	0.0	0.0	0.0	0.0	0.0
KLF8_MOUSE.H11MO.0.C	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4
LEF1_MOUSE.H11MO.0.B	5.049017545335488e-4	5.049017545335488e-4	5.049017545335488e-4	5.049017545335488e-4	5.049017545335488e-4	5.049017545335488e-4
LHX2_MOUSE.H11MO.0.A	6.984474271048091e-3	6.984474271048091e-3	6.984474271048091e-3	6.984474271048091e-3	6.984474271048091e-3	6.984474271048091e-3
LHX3_MOUSE.H11MO.0.C	8.625404973282236e-3	8.625404973282236e-3	8.625404973282236e-3	8.625404973282236e-3	8.625404973282236e-3	8.625404973282236e-3
LHX6_MOUSE.H11MO.0.C	1.220179240122854e-3	1.220179240122854e-3	1.220179240122854e-3	1.220179240122854e-3	1.220179240122854e-3	1.220179240122854e-3
LYL1_MOUSE.H11MO.0.A	8.415029242225813e-5	8.415029242225813e-5	8.415029242225813e-5	8.415029242225813e-5	8.415029242225813e-5	8.415029242225813e-5
MAF_MOUSE.H11MO.0.A	8.835780704338214e-4	8.835780704338214e-4	8.835780704338214e-4	8.835780704338214e-4	8.835780704338214e-4	8.835780704338214e-4
MAF_MOUSE.H11MO.1.A	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4
MAFA_MOUSE.H11MO.0.D	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4
MAFB_MOUSE.H11MO.0.B	7.573526318004342e-4	7.573526318004342e-4	7.573526318004342e-4	7.573526318004342e-4	7.573526318004342e-4	7.573526318004342e-4
MAFF_MOUSE.H11MO.0.A	5.89052046955918e-4	5.89052046955918e-4	5.89052046955918e-4	5.89052046955918e-4	5.89052046955918e-4	5.89052046955918e-4
MAFF_MOUSE.H11MO.1.A	2.524508772667744e-4	2.524508772667744e-4	2.524508772667744e-4	2.524508772667744e-4	2.524508772667744e-4	2.524508772667744e-4
MAFG_MOUSE.H11MO.0.A	7.573526318004342e-4	7.573526318004342e-4	7.573526318004342e-4	7.573526318004342e-4	7.573526318004342e-4	7.573526318004342e-4
MAFG_MOUSE.H11MO.1.A	2.524508772667744e-4	2.524508772667744e-4	2.524508772667744e-4	2.524508772667744e-4	2.524508772667744e-4	2.524508772667744e-4
MAFK_MOUSE.H11MO.0.A	3.786763159001616e-4	3.786763159001616e-4	3.786763159001616e-4	3.786763159001616e-4	3.786763159001616e-4	3.786763159001616e-4
MAFK_MOUSE.H11MO.1.A	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4
MAX_MOUSE.H11MO.0.A	1.89338157950103e-3	1.89338157950103e-3	1.89338157950103e-3	1.89338157950103e-3	1.89338157950103e-3	1.89338157950103e-3
MAZ_MOUSE.H11MO.0.A	0.0	0.0	0.0	0.0	0.0	0.0
MAZ_MOUSE.H11MO.1.A	0.0	0.0	0.0	0.0	0.0	0.0
MBD2_MOUSE.H11MO.0.B	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4
MCR_MOUSE.H11MO.0.D	2.398283334034579e-3	2.398283334034579e-3	2.398283334034579e-3	2.398283334034579e-3	2.398283334034579e-3	2.398283334034579e-3
MECP2_MOUSE.H11MO.0.C	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4
MEF2A_MOUSE.H11MO.0.A	4.796566668069158e-3	4.796566668069158e-3	4.796566668069158e-3	4.796566668069158e-3	4.796566668069158e-3	4.796566668069158e-3
MEF2C_MOUSE.H11MO.0.A	4.586190937013512e-3	4.586190937013512e-3	4.586190937013512e-3	4.586190937013512e-3	4.586190937013512e-3	4.586190937013512e-3
MEF2D_MOUSE.H11MO.0.A	4.796566668069158e-3	4.796566668069158e-3	4.796566668069158e-3	4.796566668069158e-3	4.796566668069158e-3	4.796566668069158e-3
MEIS1_MOUSE.H11MO.0.A	1.0687087137627782e-2	1.0687087137627782e-2	1.0687087137627782e-2	1.0687087137627782e-2	1.0687087137627782e-2	1.0687087137627782e-2
MEIS1_MOUSE.H11MO.1.A	7.573526318004342e-4	7.573526318004342e-4	7.573526318004342e-4	7.573526318004342e-4	7.573526318004342e-4	7.573526318004342e-4
MEIS2_MOUSE.H11MO.0.B	1.262254386333983e-3	1.262254386333983e-3	1.262254386333983e-3	1.262254386333983e-3	1.262254386333983e-3	1.262254386333983e-3
MITF_MOUSE.H11MO.0.A	4.2075146211129066e-4	4.2075146211129066e-4	4.2075146211129066e-4	4.2075146211129066e-4	4.2075146211129066e-4	4.2075146211129066e-4
MLXPL_MOUSE.H11MO.0.D	1.4305549711784993e-3	1.4305549711784993e-3	1.4305549711784993e-3	1.4305549711784993e-3	1.4305549711784993e-3	1.4305549711784993e-3
MSGN1_MOUSE.H11MO.0.C	1.0518786552783377e-3	1.0518786552783377e-3	1.0518786552783377e-3	1.0518786552783377e-3	1.0518786552783377e-3	1.0518786552783377e-3
MSX2_MOUSE.H11MO.0.D	1.0098035090671975e-2	1.0098035090671975e-2	1.0098035090671975e-2	1.0098035090671975e-2	1.0098035090671975e-2	1.0098035090671975e-2
MSX3_MOUSE.H11MO.0.D	1.0518786552783266e-2	1.0518786552783266e-2	1.0518786552783266e-2	1.0518786552783266e-2	1.0518786552783266e-2	1.0518786552783266e-2
MTF1_MOUSE.H11MO.0.C	1.4305549711784993e-3	1.4305549711784993e-3	1.4305549711784993e-3	1.4305549711784993e-3	1.4305549711784993e-3	1.4305549711784993e-3
MXI1_MOUSE.H11MO.0.A	7.994277780115633e-4	7.994277780115633e-4	7.994277780115633e-4	7.994277780115633e-4	7.994277780115633e-4	7.994277780115633e-4
MXI1_MOUSE.H11MO.1.A	4.628266083224641e-3	4.628266083224641e-3	4.628266083224641e-3	4.628266083224641e-3	4.628266083224641e-3	4.628266083224641e-3
MYB_MOUSE.H11MO.0.A	2.8190347961458695e-3	2.8190347961458695e-3	2.8190347961458695e-3	2.8190347961458695e-3	2.8190347961458695e-3	2.8190347961458695e-3
MYBA_MOUSE.H11MO.0.C	3.2818614044684002e-3	3.2818614044684002e-3	3.2818614044684002e-3	3.2818614044684002e-3	3.2818614044684002e-3	3.2818614044684002e-3
MYBB_MOUSE.H11MO.0.D	5.806370177136366e-3	5.806370177136366e-3	5.806370177136366e-3	5.806370177136366e-3	5.806370177136366e-3	5.806370177136366e-3
MYC_MOUSE.H11MO.0.A	9.256532166449505e-4	9.256532166449505e-4	9.256532166449505e-4	9.256532166449505e-4	9.256532166449505e-4	9.256532166449505e-4
MYCN_MOUSE.H11MO.0.A	1.0518786552783377e-3	1.0518786552783377e-3	1.0518786552783377e-3	1.0518786552783377e-3	1.0518786552783377e-3	1.0518786552783377e-3
MYF5_MOUSE.H11MO.0.D	2.524508772667744e-4	2.524508772667744e-4	2.524508772667744e-4	2.524508772667744e-4	2.524508772667744e-4	2.524508772667744e-4
MYF6_MOUSE.H11MO.0.C	0.0	0.0	0.0	0.0	0.0	0.0
MYOD1_MOUSE.H11MO.0.A	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4
MYOD1_MOUSE.H11MO.1.A	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4
MYOG_MOUSE.H11MO.0.A	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4
NANOG_MOUSE.H11MO.0.A	3.3239365506795293e-3	3.3239365506795293e-3	3.3239365506795293e-3	3.3239365506795293e-3	3.3239365506795293e-3	3.3239365506795293e-3
