	e9.5	e9.5	e9.5	e9.5	e9.5
AHR_MOUSE.H11MO.0.B	1.223556120443454e-4	1.223556120443454e-4	1.223556120443454e-4	1.223556120443454e-4	1.223556120443454e-4
AIRE_MOUSE.H11MO.0.C	1.8028570270616273e-4	1.8028570270616273e-4	1.8028570270616273e-4	1.8028570270616273e-4	1.8028570270616273e-4
ALX1_MOUSE.H11MO.0.B	1.8094888043149749e-4	1.8094888043149749e-4	1.8094888043149749e-4	1.8094888043149749e-4	1.8094888043149749e-4
ANDR_MOUSE.H11MO.0.A	5.16409055769658e-4	5.16409055769658e-4	5.16409055769658e-4	5.16409055769658e-4	5.16409055769658e-4
ANDR_MOUSE.H11MO.1.A	8.129826784114499e-4	8.129826784114499e-4	8.129826784114499e-4	8.129826784114499e-4	8.129826784114499e-4
AP2A_MOUSE.H11MO.0.A	2.473566234005266e-3	2.473566234005266e-3	2.473566234005266e-3	2.473566234005266e-3	2.473566234005266e-3
AP2B_MOUSE.H11MO.0.B	1.277964604272472e-3	1.277964604272472e-3	1.277964604272472e-3	1.277964604272472e-3	1.277964604272472e-3
AP2C_MOUSE.H11MO.0.A	2.788193424349503e-3	2.788193424349503e-3	2.788193424349503e-3	2.788193424349503e-3	2.788193424349503e-3
AP2D_MOUSE.H11MO.0.D	1.3269179343409505e-3	1.3269179343409505e-3	1.3269179343409505e-3	1.3269179343409505e-3	1.3269179343409505e-3
ARI3A_MOUSE.H11MO.0.D	2.8946473907044495e-4	2.8946473907044495e-4	2.8946473907044495e-4	2.8946473907044495e-4	2.8946473907044495e-4
ARI5B_MOUSE.H11MO.0.C	1.8280601952272866e-4	1.8280601952272866e-4	1.8280601952272866e-4	1.8280601952272866e-4	1.8280601952272866e-4
ARNT2_MOUSE.H11MO.0.D	4.894649209163993e-4	4.894649209163993e-4	4.894649209163993e-4	4.894649209163993e-4	4.894649209163993e-4
ARNT_MOUSE.H11MO.0.B	1.7492727715697366e-4	1.7492727715697366e-4	1.7492727715697366e-4	1.7492727715697366e-4	1.7492727715697366e-4
ASCL1_MOUSE.H11MO.0.A	1.3721371742554962e-3	1.3721371742554962e-3	1.3721371742554962e-3	1.3721371742554962e-3	1.3721371742554962e-3
ASCL2_MOUSE.H11MO.0.C	1.3263741997051144e-3	1.3263741997051144e-3	1.3263741997051144e-3	1.3263741997051144e-3	1.3263741997051144e-3
ATF1_MOUSE.H11MO.0.B	5.206131771649076e-4	5.206131771649076e-4	5.206131771649076e-4	5.206131771649076e-4	5.206131771649076e-4
ATF2_MOUSE.H11MO.0.A	9.158579868534138e-4	9.158579868534138e-4	9.158579868534138e-4	9.158579868534138e-4	9.158579868534138e-4
ATF3_MOUSE.H11MO.0.A	1.1948899363216378e-3	1.1948899363216378e-3	1.1948899363216378e-3	1.1948899363216378e-3	1.1948899363216378e-3
ATF4_MOUSE.H11MO.0.A	2.446166568132123e-4	2.446166568132123e-4	2.446166568132123e-4	2.446166568132123e-4	2.446166568132123e-4
ATF7_MOUSE.H11MO.0.D	8.929548026248865e-4	8.929548026248865e-4	8.929548026248865e-4	8.929548026248865e-4	8.929548026248865e-4
ATOH1_MOUSE.H11MO.0.B	8.880632696774242e-4	8.880632696774242e-4	8.880632696774242e-4	8.880632696774242e-4	8.880632696774242e-4
BACH1_MOUSE.H11MO.0.C	3.501869072216616e-4	3.501869072216616e-4	3.501869072216616e-4	3.501869072216616e-4	3.501869072216616e-4
BACH2_MOUSE.H11MO.0.A	1.104487347451586e-3	1.104487347451586e-3	1.104487347451586e-3	1.104487347451586e-3	1.104487347451586e-3
BARX1_MOUSE.H11MO.0.C	2.112881691723947e-4	2.112881691723947e-4	2.112881691723947e-4	2.112881691723947e-4	2.112881691723947e-4
BARX2_MOUSE.H11MO.0.D	2.2598809109859974e-4	2.2598809109859974e-4	2.2598809109859974e-4	2.2598809109859974e-4	2.2598809109859974e-4
BATF3_MOUSE.H11MO.0.A	3.911759113319186e-4	3.911759113319186e-4	3.911759113319186e-4	3.911759113319186e-4	3.911759113319186e-4
BATF_MOUSE.H11MO.0.A	5.242665093649925e-4	5.242665093649925e-4	5.242665093649925e-4	5.242665093649925e-4	5.242665093649925e-4
BATF_MOUSE.H11MO.1.A	5.401526867573053e-4	5.401526867573053e-4	5.401526867573053e-4	5.401526867573053e-4	5.401526867573053e-4
BCL6_MOUSE.H11MO.0.A	7.57683630527174e-4	7.57683630527174e-4	7.57683630527174e-4	7.57683630527174e-4	7.57683630527174e-4
BHA15_MOUSE.H11MO.0.A	1.2845509987075004e-3	1.2845509987075004e-3	1.2845509987075004e-3	1.2845509987075004e-3	1.2845509987075004e-3
BHE40_MOUSE.H11MO.0.A	3.006264554518182e-4	3.006264554518182e-4	3.006264554518182e-4	3.006264554518182e-4	3.006264554518182e-4
BHE41_MOUSE.H11MO.0.D	7.761622089117678e-4	7.761622089117678e-4	7.761622089117678e-4	7.761622089117678e-4	7.761622089117678e-4
BMAL1_MOUSE.H11MO.0.A	4.633834925072678e-4	4.633834925072678e-4	4.633834925072678e-4	4.633834925072678e-4	4.633834925072678e-4
BRAC_MOUSE.H11MO.0.B	4.6928241776570615e-4	4.6928241776570615e-4	4.6928241776570615e-4	4.6928241776570615e-4	4.6928241776570615e-4
BRAC_MOUSE.H11MO.1.C	4.2364151455075584e-4	4.2364151455075584e-4	4.2364151455075584e-4	4.2364151455075584e-4	4.2364151455075584e-4
BRCA1_MOUSE.H11MO.0.D	2.4817655743069884e-4	2.4817655743069884e-4	2.4817655743069884e-4	2.4817655743069884e-4	2.4817655743069884e-4
CDC5L_MOUSE.H11MO.0.D	1.1464661257187154e-4	1.1464661257187154e-4	1.1464661257187154e-4	1.1464661257187154e-4	1.1464661257187154e-4
CDX1_MOUSE.H11MO.0.C	1.854825174860399e-4	1.854825174860399e-4	1.854825174860399e-4	1.854825174860399e-4	1.854825174860399e-4
CDX2_MOUSE.H11MO.0.A	2.978692569737446e-4	2.978692569737446e-4	2.978692569737446e-4	2.978692569737446e-4	2.978692569737446e-4
CDX4_MOUSE.H11MO.0.A	1.75937412093952e-4	1.75937412093952e-4	1.75937412093952e-4	1.75937412093952e-4	1.75937412093952e-4
CEBPA_MOUSE.H11MO.0.A	2.537111810935919e-4	2.537111810935919e-4	2.537111810935919e-4	2.537111810935919e-4	2.537111810935919e-4
CEBPB_MOUSE.H11MO.0.A	2.0430481375852106e-4	2.0430481375852106e-4	2.0430481375852106e-4	2.0430481375852106e-4	2.0430481375852106e-4
CEBPD_MOUSE.H11MO.0.B	1.7613155456039546e-4	1.7613155456039546e-4	1.7613155456039546e-4	1.7613155456039546e-4	1.7613155456039546e-4
CEBPE_MOUSE.H11MO.0.A	1.3441904815631405e-4	1.3441904815631405e-4	1.3441904815631405e-4	1.3441904815631405e-4	1.3441904815631405e-4
CEBPG_MOUSE.H11MO.0.B	2.4171384787983298e-4	2.4171384787983298e-4	2.4171384787983298e-4	2.4171384787983298e-4	2.4171384787983298e-4
CEBPZ_MOUSE.H11MO.0.D	1.431183304411136e-3	1.431183304411136e-3	1.431183304411136e-3	1.431183304411136e-3	1.431183304411136e-3
CLOCK_MOUSE.H11MO.0.C	5.315358049861367e-4	5.315358049861367e-4	5.315358049861367e-4	5.315358049861367e-4	5.315358049861367e-4
COE1_MOUSE.H11MO.0.A	9.747026147931036e-4	9.747026147931036e-4	9.747026147931036e-4	9.747026147931036e-4	9.747026147931036e-4
COT1_MOUSE.H11MO.0.B	7.912692716435831e-4	7.912692716435831e-4	7.912692716435831e-4	7.912692716435831e-4	7.912692716435831e-4
COT1_MOUSE.H11MO.1.C	8.47390221527888e-4	8.47390221527888e-4	8.47390221527888e-4	8.47390221527888e-4	8.47390221527888e-4
COT2_MOUSE.H11MO.0.A	9.668630160718833e-4	9.668630160718833e-4	9.668630160718833e-4	9.668630160718833e-4	9.668630160718833e-4
COT2_MOUSE.H11MO.1.B	9.8122705072524e-4	9.8122705072524e-4	9.8122705072524e-4	9.8122705072524e-4	9.8122705072524e-4
COT2_MOUSE.H11MO.2.B	1.253655474412582e-3	1.253655474412582e-3	1.253655474412582e-3	1.253655474412582e-3	1.253655474412582e-3
CREB1_MOUSE.H11MO.0.A	6.547961363717479e-4	6.547961363717479e-4	6.547961363717479e-4	6.547961363717479e-4	6.547961363717479e-4
CREM_MOUSE.H11MO.0.C	6.995753190664184e-4	6.995753190664184e-4	6.995753190664184e-4	6.995753190664184e-4	6.995753190664184e-4
CRX_MOUSE.H11MO.0.A	2.812603534205841e-4	2.812603534205841e-4	2.812603534205841e-4	2.812603534205841e-4	2.812603534205841e-4
CTCF_MOUSE.H11MO.0.A	6.550807259703416e-3	6.550807259703416e-3	6.550807259703416e-3	6.550807259703416e-3	6.550807259703416e-3
CTCFL_MOUSE.H11MO.0.A	5.499883494108052e-3	5.499883494108052e-3	5.499883494108052e-3	5.499883494108052e-3	5.499883494108052e-3
CUX1_MOUSE.H11MO.0.C	7.526933393405298e-5	7.526933393405298e-5	7.526933393405298e-5	7.526933393405298e-5	7.526933393405298e-5
CUX2_MOUSE.H11MO.0.C	1.1383003187766393e-4	1.1383003187766393e-4	1.1383003187766393e-4	1.1383003187766393e-4	1.1383003187766393e-4
CXXC1_MOUSE.H11MO.0.D	2.3277193537289836e-4	2.3277193537289836e-4	2.3277193537289836e-4	2.3277193537289836e-4	2.3277193537289836e-4
DBP_MOUSE.H11MO.0.B	1.9734818489828247e-4	1.9734818489828247e-4	1.9734818489828247e-4	1.9734818489828247e-4	1.9734818489828247e-4
DDIT3_MOUSE.H11MO.0.C	3.5149344359523756e-4	3.5149344359523756e-4	3.5149344359523756e-4	3.5149344359523756e-4	3.5149344359523756e-4
DLX2_MOUSE.H11MO.0.D	1.6644125303088149e-4	1.6644125303088149e-4	1.6644125303088149e-4	1.6644125303088149e-4	1.6644125303088149e-4
DLX3_MOUSE.H11MO.0.C	2.3926922272464468e-4	2.3926922272464468e-4	2.3926922272464468e-4	2.3926922272464468e-4	2.3926922272464468e-4
DLX5_MOUSE.H11MO.0.C	1.784454325011474e-4	1.784454325011474e-4	1.784454325011474e-4	1.784454325011474e-4	1.784454325011474e-4
DMRT1_MOUSE.H11MO.0.C	3.3694572869088146e-4	3.3694572869088146e-4	3.3694572869088146e-4	3.3694572869088146e-4	3.3694572869088146e-4
DMRTB_MOUSE.H11MO.0.C	3.27014357947846e-4	3.27014357947846e-4	3.27014357947846e-4	3.27014357947846e-4	3.27014357947846e-4
E2F1_MOUSE.H11MO.0.A	1.9192262445108196e-3	1.9192262445108196e-3	1.9192262445108196e-3	1.9192262445108196e-3	1.9192262445108196e-3
E2F2_MOUSE.H11MO.0.B	2.8492582316371097e-4	2.8492582316371097e-4	2.8492582316371097e-4	2.8492582316371097e-4	2.8492582316371097e-4
E2F3_MOUSE.H11MO.0.A	1.0437460387600335e-3	1.0437460387600335e-3	1.0437460387600335e-3	1.0437460387600335e-3	1.0437460387600335e-3
E2F4_MOUSE.H11MO.0.A	2.345469894520779e-3	2.345469894520779e-3	2.345469894520779e-3	2.345469894520779e-3	2.345469894520779e-3
E2F4_MOUSE.H11MO.1.A	4.752092753225682e-4	4.752092753225682e-4	4.752092753225682e-4	4.752092753225682e-4	4.752092753225682e-4
E2F5_MOUSE.H11MO.0.B	2.318718372032692e-4	2.318718372032692e-4	2.318718372032692e-4	2.318718372032692e-4	2.318718372032692e-4
E2F6_MOUSE.H11MO.0.A	1.2086237689420505e-3	1.2086237689420505e-3	1.2086237689420505e-3	1.2086237689420505e-3	1.2086237689420505e-3
E2F7_MOUSE.H11MO.0.C	1.7379233823071078e-3	1.7379233823071078e-3	1.7379233823071078e-3	1.7379233823071078e-3	1.7379233823071078e-3
E4F1_MOUSE.H11MO.0.D	7.940174237765624e-4	7.940174237765624e-4	7.940174237765624e-4	7.940174237765624e-4	7.940174237765624e-4
EGR1_MOUSE.H11MO.0.A	1.85724677632783e-3	1.85724677632783e-3	1.85724677632783e-3	1.85724677632783e-3	1.85724677632783e-3
EGR2_MOUSE.H11MO.0.A	1.9208817513419703e-3	1.9208817513419703e-3	1.9208817513419703e-3	1.9208817513419703e-3	1.9208817513419703e-3
EGR2_MOUSE.H11MO.1.A	2.345818677876488e-3	2.345818677876488e-3	2.345818677876488e-3	2.345818677876488e-3	2.345818677876488e-3
EGR3_MOUSE.H11MO.0.D	6.541043063797315e-4	6.541043063797315e-4	6.541043063797315e-4	6.541043063797315e-4	6.541043063797315e-4
EGR4_MOUSE.H11MO.0.D	1.5894657015139023e-3	1.5894657015139023e-3	1.5894657015139023e-3	1.5894657015139023e-3	1.5894657015139023e-3
EHF_MOUSE.H11MO.0.B	1.5471144416795341e-3	1.5471144416795341e-3	1.5471144416795341e-3	1.5471144416795341e-3	1.5471144416795341e-3
ELF1_MOUSE.H11MO.0.A	1.8421678238378643e-3	1.8421678238378643e-3	1.8421678238378643e-3	1.8421678238378643e-3	1.8421678238378643e-3
ELF2_MOUSE.H11MO.0.C	1.6008314387570438e-3	1.6008314387570438e-3	1.6008314387570438e-3	1.6008314387570438e-3	1.6008314387570438e-3
ELF3_MOUSE.H11MO.0.B	1.4831253402130106e-3	1.4831253402130106e-3	1.4831253402130106e-3	1.4831253402130106e-3	1.4831253402130106e-3
ELF5_MOUSE.H11MO.0.A	1.9643322641184954e-3	1.9643322641184954e-3	1.9643322641184954e-3	1.9643322641184954e-3	1.9643322641184954e-3
ELK1_MOUSE.H11MO.0.B	1.6235685728983682e-3	1.6235685728983682e-3	1.6235685728983682e-3	1.6235685728983682e-3	1.6235685728983682e-3
ELK3_MOUSE.H11MO.0.D	1.0711417459253196e-3	1.0711417459253196e-3	1.0711417459253196e-3	1.0711417459253196e-3	1.0711417459253196e-3
ELK4_MOUSE.H11MO.0.B	1.9513731694257362e-3	1.9513731694257362e-3	1.9513731694257362e-3	1.9513731694257362e-3	1.9513731694257362e-3
EPAS1_MOUSE.H11MO.0.C	1.4820511660934625e-4	1.4820511660934625e-4	1.4820511660934625e-4	1.4820511660934625e-4	1.4820511660934625e-4
ERG_MOUSE.H11MO.0.A	2.157377931205804e-3	2.157377931205804e-3	2.157377931205804e-3	2.157377931205804e-3	2.157377931205804e-3
ERR1_MOUSE.H11MO.0.A	5.012652349070636e-4	5.012652349070636e-4	5.012652349070636e-4	5.012652349070636e-4	5.012652349070636e-4
ERR2_MOUSE.H11MO.0.A	5.04450910002675e-4	5.04450910002675e-4	5.04450910002675e-4	5.04450910002675e-4	5.04450910002675e-4
ERR3_MOUSE.H11MO.0.C	5.257743297813548e-4	5.257743297813548e-4	5.257743297813548e-4	5.257743297813548e-4	5.257743297813548e-4
ESR1_MOUSE.H11MO.0.A	7.708113218803075e-4	7.708113218803075e-4	7.708113218803075e-4	7.708113218803075e-4	7.708113218803075e-4
ESR1_MOUSE.H11MO.1.A	6.110319715319294e-4	6.110319715319294e-4	6.110319715319294e-4	6.110319715319294e-4	6.110319715319294e-4
ESR2_MOUSE.H11MO.0.A	7.523007580173499e-4	7.523007580173499e-4	7.523007580173499e-4	7.523007580173499e-4	7.523007580173499e-4
ESR2_MOUSE.H11MO.1.A	8.837617954384724e-4	8.837617954384724e-4	8.837617954384724e-4	8.837617954384724e-4	8.837617954384724e-4
ETS1_MOUSE.H11MO.0.A	2.2430357364849078e-3	2.2430357364849078e-3	2.2430357364849078e-3	2.2430357364849078e-3	2.2430357364849078e-3
ETS2_MOUSE.H11MO.0.A	1.5950286760778346e-3	1.5950286760778346e-3	1.5950286760778346e-3	1.5950286760778346e-3	1.5950286760778346e-3
ETV2_MOUSE.H11MO.0.A	2.131337970349995e-3	2.131337970349995e-3	2.131337970349995e-3	2.131337970349995e-3	2.131337970349995e-3
ETV4_MOUSE.H11MO.0.B	1.8827113856619226e-3	1.8827113856619226e-3	1.8827113856619226e-3	1.8827113856619226e-3	1.8827113856619226e-3
ETV5_MOUSE.H11MO.0.D	2.1709853982647617e-3	2.1709853982647617e-3	2.1709853982647617e-3	2.1709853982647617e-3	2.1709853982647617e-3
ETV6_MOUSE.H11MO.0.C	1.6238173674542364e-3	1.6238173674542364e-3	1.6238173674542364e-3	1.6238173674542364e-3	1.6238173674542364e-3
EVI1_MOUSE.H11MO.0.B	4.7464083693356897e-4	4.7464083693356897e-4	4.7464083693356897e-4	4.7464083693356897e-4	4.7464083693356897e-4
EVX1_MOUSE.H11MO.0.C	1.7527021577495134e-4	1.7527021577495134e-4	1.7527021577495134e-4	1.7527021577495134e-4	1.7527021577495134e-4
EVX2_MOUSE.H11MO.0.A	2.7332204061707367e-4	2.7332204061707367e-4	2.7332204061707367e-4	2.7332204061707367e-4	2.7332204061707367e-4
FEV_MOUSE.H11MO.0.B	1.2625216169541943e-3	1.2625216169541943e-3	1.2625216169541943e-3	1.2625216169541943e-3	1.2625216169541943e-3
FLI1_MOUSE.H11MO.0.A	2.1976717244984135e-3	2.1976717244984135e-3	2.1976717244984135e-3	2.1976717244984135e-3	2.1976717244984135e-3
FLI1_MOUSE.H11MO.1.A	3.0099551991703503e-3	3.0099551991703503e-3	3.0099551991703503e-3	3.0099551991703503e-3	3.0099551991703503e-3
FOS_MOUSE.H11MO.0.A	1.150748033355179e-3	1.150748033355179e-3	1.150748033355179e-3	1.150748033355179e-3	1.150748033355179e-3
FOSB_MOUSE.H11MO.0.A	1.1212419362279318e-3	1.1212419362279318e-3	1.1212419362279318e-3	1.1212419362279318e-3	1.1212419362279318e-3
FOSL1_MOUSE.H11MO.0.A	1.178962575245286e-3	1.178962575245286e-3	1.178962575245286e-3	1.178962575245286e-3	1.178962575245286e-3
FOSL2_MOUSE.H11MO.0.A	1.1777281507999308e-3	1.1777281507999308e-3	1.1777281507999308e-3	1.1777281507999308e-3	1.1777281507999308e-3
FOXA1_MOUSE.H11MO.0.A	4.3213680952626065e-4	4.3213680952626065e-4	4.3213680952626065e-4	4.3213680952626065e-4	4.3213680952626065e-4
FOXA2_MOUSE.H11MO.0.A	3.680861195221285e-4	3.680861195221285e-4	3.680861195221285e-4	3.680861195221285e-4	3.680861195221285e-4
FOXA3_MOUSE.H11MO.0.A	4.2423119928551876e-4	4.2423119928551876e-4	4.2423119928551876e-4	4.2423119928551876e-4	4.2423119928551876e-4
FOXC1_MOUSE.H11MO.0.C	3.219885847814372e-4	3.219885847814372e-4	3.219885847814372e-4	3.219885847814372e-4	3.219885847814372e-4
FOXC2_MOUSE.H11MO.0.D	2.0466961506519036e-4	2.0466961506519036e-4	2.0466961506519036e-4	2.0466961506519036e-4	2.0466961506519036e-4
FOXD1_MOUSE.H11MO.0.D	3.2613042161305794e-4	3.2613042161305794e-4	3.2613042161305794e-4	3.2613042161305794e-4	3.2613042161305794e-4
FOXD3_MOUSE.H11MO.0.C	5.998629746354051e-4	5.998629746354051e-4	5.998629746354051e-4	5.998629746354051e-4	5.998629746354051e-4
FOXF1_MOUSE.H11MO.0.D	3.4164185462435935e-4	3.4164185462435935e-4	3.4164185462435935e-4	3.4164185462435935e-4	3.4164185462435935e-4
FOXF2_MOUSE.H11MO.0.D	3.286741141284924e-4	3.286741141284924e-4	3.286741141284924e-4	3.286741141284924e-4	3.286741141284924e-4
FOXI1_MOUSE.H11MO.0.B	1.3358768909739647e-3	1.3358768909739647e-3	1.3358768909739647e-3	1.3358768909739647e-3	1.3358768909739647e-3
FOXJ2_MOUSE.H11MO.0.C	3.6374602178482077e-4	3.6374602178482077e-4	3.6374602178482077e-4	3.6374602178482077e-4	3.6374602178482077e-4
FOXJ3_MOUSE.H11MO.0.A	3.2689491033303334e-4	3.2689491033303334e-4	3.2689491033303334e-4	3.2689491033303334e-4	3.2689491033303334e-4
FOXJ3_MOUSE.H11MO.1.B	3.1247632134667107e-4	3.1247632134667107e-4	3.1247632134667107e-4	3.1247632134667107e-4	3.1247632134667107e-4
FOXK1_MOUSE.H11MO.0.A	3.967709281406584e-4	3.967709281406584e-4	3.967709281406584e-4	3.967709281406584e-4	3.967709281406584e-4
FOXL2_MOUSE.H11MO.0.C	3.3735239462276157e-4	3.3735239462276157e-4	3.3735239462276157e-4	3.3735239462276157e-4	3.3735239462276157e-4
FOXM1_MOUSE.H11MO.0.B	6.004783408192526e-4	6.004783408192526e-4	6.004783408192526e-4	6.004783408192526e-4	6.004783408192526e-4
FOXO1_MOUSE.H11MO.0.A	4.091740533962001e-4	4.091740533962001e-4	4.091740533962001e-4	4.091740533962001e-4	4.091740533962001e-4
