	e9.5	e9.5	e9.5	e9.5	e9.5
RFX2_MOUSE.H11MO.0.A	7.371545505180592e-4	7.371545505180592e-4	7.371545505180592e-4	7.371545505180592e-4	7.371545505180592e-4
RFX2_MOUSE.H11MO.1.A	4.829965797641165e-4	4.829965797641165e-4	4.829965797641165e-4	4.829965797641165e-4	4.829965797641165e-4
RFX3_MOUSE.H11MO.0.C	7.792520211816966e-4	7.792520211816966e-4	7.792520211816966e-4	7.792520211816966e-4	7.792520211816966e-4
RFX3_MOUSE.H11MO.1.C	4.6477226180815644e-4	4.6477226180815644e-4	4.6477226180815644e-4	4.6477226180815644e-4	4.6477226180815644e-4
RFX6_MOUSE.H11MO.0.C	7.406959446545781e-4	7.406959446545781e-4	7.406959446545781e-4	7.406959446545781e-4	7.406959446545781e-4
RFX6_MOUSE.H11MO.1.C	8.177778248290405e-4	8.177778248290405e-4	8.177778248290405e-4	8.177778248290405e-4	8.177778248290405e-4
RORA_MOUSE.H11MO.0.C	6.616066923977752e-4	6.616066923977752e-4	6.616066923977752e-4	6.616066923977752e-4	6.616066923977752e-4
RORG_MOUSE.H11MO.0.B	5.075977721950525e-4	5.075977721950525e-4	5.075977721950525e-4	5.075977721950525e-4	5.075977721950525e-4
RREB1_MOUSE.H11MO.0.D	1.284096811766082e-3	1.284096811766082e-3	1.284096811766082e-3	1.284096811766082e-3	1.284096811766082e-3
RUNX1_MOUSE.H11MO.0.A	6.243282985680383e-4	6.243282985680383e-4	6.243282985680383e-4	6.243282985680383e-4	6.243282985680383e-4
RUNX2_MOUSE.H11MO.0.A	9.160085623929151e-4	9.160085623929151e-4	9.160085623929151e-4	9.160085623929151e-4	9.160085623929151e-4
RUNX3_MOUSE.H11MO.0.A	8.133750391529228e-4	8.133750391529228e-4	8.133750391529228e-4	8.133750391529228e-4	8.133750391529228e-4
RXRA_MOUSE.H11MO.0.A	8.726607684174815e-4	8.726607684174815e-4	8.726607684174815e-4	8.726607684174815e-4	8.726607684174815e-4
RXRA_MOUSE.H11MO.1.A	7.407803184554477e-4	7.407803184554477e-4	7.407803184554477e-4	7.407803184554477e-4	7.407803184554477e-4
RXRA_MOUSE.H11MO.2.A	6.205937707700275e-4	6.205937707700275e-4	6.205937707700275e-4	6.205937707700275e-4	6.205937707700275e-4
RXRB_MOUSE.H11MO.0.C	7.419794181947752e-4	7.419794181947752e-4	7.419794181947752e-4	7.419794181947752e-4	7.419794181947752e-4
RXRG_MOUSE.H11MO.0.B	8.763845521457531e-4	8.763845521457531e-4	8.763845521457531e-4	8.763845521457531e-4	8.763845521457531e-4
RXRG_MOUSE.H11MO.1.B	4.939386658813808e-4	4.939386658813808e-4	4.939386658813808e-4	4.939386658813808e-4	4.939386658813808e-4
SALL1_MOUSE.H11MO.0.D	3.0395430250138565e-3	3.0395430250138565e-3	3.0395430250138565e-3	3.0395430250138565e-3	3.0395430250138565e-3
SALL4_MOUSE.H11MO.0.A	1.7558201927025665e-3	1.7558201927025665e-3	1.7558201927025665e-3	1.7558201927025665e-3	1.7558201927025665e-3
SIX2_MOUSE.H11MO.0.A	3.2008705443613847e-4	3.2008705443613847e-4	3.2008705443613847e-4	3.2008705443613847e-4	3.2008705443613847e-4
SIX4_MOUSE.H11MO.0.C	6.108469396060641e-4	6.108469396060641e-4	6.108469396060641e-4	6.108469396060641e-4	6.108469396060641e-4
SMAD1_MOUSE.H11MO.0.D	1.036615497194105e-3	1.036615497194105e-3	1.036615497194105e-3	1.036615497194105e-3	1.036615497194105e-3
SMAD2_MOUSE.H11MO.0.A	1.1876118320111378e-3	1.1876118320111378e-3	1.1876118320111378e-3	1.1876118320111378e-3	1.1876118320111378e-3
SMAD3_MOUSE.H11MO.0.B	1.8909326099710196e-3	1.8909326099710196e-3	1.8909326099710196e-3	1.8909326099710196e-3	1.8909326099710196e-3
SMAD4_MOUSE.H11MO.0.A	9.537380632614137e-4	9.537380632614137e-4	9.537380632614137e-4	9.537380632614137e-4	9.537380632614137e-4
SMCA5_MOUSE.H11MO.0.C	6.166980987130507e-4	6.166980987130507e-4	6.166980987130507e-4	6.166980987130507e-4	6.166980987130507e-4
SNAI1_MOUSE.H11MO.0.C	1.212200147021828e-3	1.212200147021828e-3	1.212200147021828e-3	1.212200147021828e-3	1.212200147021828e-3
SNAI2_MOUSE.H11MO.0.A	6.180446333602436e-4	6.180446333602436e-4	6.180446333602436e-4	6.180446333602436e-4	6.180446333602436e-4
SOX10_MOUSE.H11MO.0.B	3.865223871058506e-4	3.865223871058506e-4	3.865223871058506e-4	3.865223871058506e-4	3.865223871058506e-4
SOX10_MOUSE.H11MO.1.A	6.530107131505307e-4	6.530107131505307e-4	6.530107131505307e-4	6.530107131505307e-4	6.530107131505307e-4
SOX13_MOUSE.H11MO.0.D	3.110364795600576e-4	3.110364795600576e-4	3.110364795600576e-4	3.110364795600576e-4	3.110364795600576e-4
SOX15_MOUSE.H11MO.0.D	3.820105618504324e-4	3.820105618504324e-4	3.820105618504324e-4	3.820105618504324e-4	3.820105618504324e-4
SOX17_MOUSE.H11MO.0.D	5.250336118788961e-4	5.250336118788961e-4	5.250336118788961e-4	5.250336118788961e-4	5.250336118788961e-4
SOX18_MOUSE.H11MO.0.D	2.8594908772636884e-4	2.8594908772636884e-4	2.8594908772636884e-4	2.8594908772636884e-4	2.8594908772636884e-4
SOX2_MOUSE.H11MO.0.A	3.542335712824215e-4	3.542335712824215e-4	3.542335712824215e-4	3.542335712824215e-4	3.542335712824215e-4
SOX2_MOUSE.H11MO.1.A	5.680574196787943e-4	5.680574196787943e-4	5.680574196787943e-4	5.680574196787943e-4	5.680574196787943e-4
SOX3_MOUSE.H11MO.0.C	6.146502874957405e-4	6.146502874957405e-4	6.146502874957405e-4	6.146502874957405e-4	6.146502874957405e-4
SOX4_MOUSE.H11MO.0.A	7.187718876242347e-4	7.187718876242347e-4	7.187718876242347e-4	7.187718876242347e-4	7.187718876242347e-4
SOX5_MOUSE.H11MO.0.C	2.02442280702978e-4	2.02442280702978e-4	2.02442280702978e-4	2.02442280702978e-4	2.02442280702978e-4
SOX9_MOUSE.H11MO.0.A	4.61116606309117e-4	4.61116606309117e-4	4.61116606309117e-4	4.61116606309117e-4	4.61116606309117e-4
SOX9_MOUSE.H11MO.1.A	8.442868094274206e-4	8.442868094274206e-4	8.442868094274206e-4	8.442868094274206e-4	8.442868094274206e-4
SP1_MOUSE.H11MO.0.A	7.119943301332106e-3	7.119943301332106e-3	7.119943301332106e-3	7.119943301332106e-3	7.119943301332106e-3
SP1_MOUSE.H11MO.1.A	3.596381180876078e-3	3.596381180876078e-3	3.596381180876078e-3	3.596381180876078e-3	3.596381180876078e-3
SP2_MOUSE.H11MO.0.B	6.703438067573262e-3	6.703438067573262e-3	6.703438067573262e-3	6.703438067573262e-3	6.703438067573262e-3
SP2_MOUSE.H11MO.1.C	3.399990717984659e-3	3.399990717984659e-3	3.399990717984659e-3	3.399990717984659e-3	3.399990717984659e-3
SP3_MOUSE.H11MO.0.B	5.518468468806447e-3	5.518468468806447e-3	5.518468468806447e-3	5.518468468806447e-3	5.518468468806447e-3
SP4_MOUSE.H11MO.0.B	4.543264169360552e-3	4.543264169360552e-3	4.543264169360552e-3	4.543264169360552e-3	4.543264169360552e-3
SP4_MOUSE.H11MO.1.B	3.7806271499707346e-3	3.7806271499707346e-3	3.7806271499707346e-3	3.7806271499707346e-3	3.7806271499707346e-3
SP5_MOUSE.H11MO.0.C	5.130229467764453e-3	5.130229467764453e-3	5.130229467764453e-3	5.130229467764453e-3	5.130229467764453e-3
SP5_MOUSE.H11MO.1.C	3.0356916830938546e-3	3.0356916830938546e-3	3.0356916830938546e-3	3.0356916830938546e-3	3.0356916830938546e-3
SP7_MOUSE.H11MO.0.A	2.1307460141931675e-4	2.1307460141931675e-4	2.1307460141931675e-4	2.1307460141931675e-4	2.1307460141931675e-4
SPI1_MOUSE.H11MO.0.A	1.3968157725777015e-3	1.3968157725777015e-3	1.3968157725777015e-3	1.3968157725777015e-3	1.3968157725777015e-3
SPIB_MOUSE.H11MO.0.A	1.2604123771463556e-3	1.2604123771463556e-3	1.2604123771463556e-3	1.2604123771463556e-3	1.2604123771463556e-3
SPZ1_MOUSE.H11MO.0.D	3.248254001137393e-4	3.248254001137393e-4	3.248254001137393e-4	3.248254001137393e-4	3.248254001137393e-4
SRBP1_MOUSE.H11MO.0.B	6.076556667531307e-4	6.076556667531307e-4	6.076556667531307e-4	6.076556667531307e-4	6.076556667531307e-4
SRBP2_MOUSE.H11MO.0.B	8.056349086236627e-4	8.056349086236627e-4	8.056349086236627e-4	8.056349086236627e-4	8.056349086236627e-4
SRF_MOUSE.H11MO.0.A	5.114343050699916e-4	5.114343050699916e-4	5.114343050699916e-4	5.114343050699916e-4	5.114343050699916e-4
SRY_MOUSE.H11MO.0.B	3.4531769730344344e-4	3.4531769730344344e-4	3.4531769730344344e-4	3.4531769730344344e-4	3.4531769730344344e-4
STA5A_MOUSE.H11MO.0.A	6.725790285755824e-4	6.725790285755824e-4	6.725790285755824e-4	6.725790285755824e-4	6.725790285755824e-4
STA5B_MOUSE.H11MO.0.A	6.349476047260922e-4	6.349476047260922e-4	6.349476047260922e-4	6.349476047260922e-4	6.349476047260922e-4
STAT1_MOUSE.H11MO.0.A	1.1387743044997426e-3	1.1387743044997426e-3	1.1387743044997426e-3	1.1387743044997426e-3	1.1387743044997426e-3
STAT1_MOUSE.H11MO.1.A	7.241084001850984e-4	7.241084001850984e-4	7.241084001850984e-4	7.241084001850984e-4	7.241084001850984e-4
STAT2_MOUSE.H11MO.0.A	7.571541369418194e-4	7.571541369418194e-4	7.571541369418194e-4	7.571541369418194e-4	7.571541369418194e-4
STAT3_MOUSE.H11MO.0.A	8.211163191408346e-4	8.211163191408346e-4	8.211163191408346e-4	8.211163191408346e-4	8.211163191408346e-4
STAT4_MOUSE.H11MO.0.A	7.066292999619999e-4	7.066292999619999e-4	7.066292999619999e-4	7.066292999619999e-4	7.066292999619999e-4
STAT6_MOUSE.H11MO.0.A	5.123489107687236e-4	5.123489107687236e-4	5.123489107687236e-4	5.123489107687236e-4	5.123489107687236e-4
STF1_MOUSE.H11MO.0.B	9.385711312625358e-4	9.385711312625358e-4	9.385711312625358e-4	9.385711312625358e-4	9.385711312625358e-4
SUH_MOUSE.H11MO.0.A	8.515618273881231e-4	8.515618273881231e-4	8.515618273881231e-4	8.515618273881231e-4	8.515618273881231e-4
TAF1_MOUSE.H11MO.0.A	1.3447665300472338e-3	1.3447665300472338e-3	1.3447665300472338e-3	1.3447665300472338e-3	1.3447665300472338e-3
TAL1_MOUSE.H11MO.0.A	1.165003364904472e-3	1.165003364904472e-3	1.165003364904472e-3	1.165003364904472e-3	1.165003364904472e-3
TBP_MOUSE.H11MO.0.A	3.7108517309324135e-4	3.7108517309324135e-4	3.7108517309324135e-4	3.7108517309324135e-4	3.7108517309324135e-4
TBX20_MOUSE.H11MO.0.C	7.58843304748962e-4	7.58843304748962e-4	7.58843304748962e-4	7.58843304748962e-4	7.58843304748962e-4
TBX21_MOUSE.H11MO.0.A	7.153399809743368e-4	7.153399809743368e-4	7.153399809743368e-4	7.153399809743368e-4	7.153399809743368e-4
TBX2_MOUSE.H11MO.0.D	4.6735483736313316e-4	4.6735483736313316e-4	4.6735483736313316e-4	4.6735483736313316e-4	4.6735483736313316e-4
TBX3_MOUSE.H11MO.0.B	2.634203889197626e-4	2.634203889197626e-4	2.634203889197626e-4	2.634203889197626e-4	2.634203889197626e-4
TBX5_MOUSE.H11MO.0.D	5.784642207083501e-4	5.784642207083501e-4	5.784642207083501e-4	5.784642207083501e-4	5.784642207083501e-4
TCF7_MOUSE.H11MO.0.A	9.69740476522919e-4	9.69740476522919e-4	9.69740476522919e-4	9.69740476522919e-4	9.69740476522919e-4
TEAD1_MOUSE.H11MO.0.A	7.016233241464919e-4	7.016233241464919e-4	7.016233241464919e-4	7.016233241464919e-4	7.016233241464919e-4
TEAD2_MOUSE.H11MO.0.C	7.599474105130015e-4	7.599474105130015e-4	7.599474105130015e-4	7.599474105130015e-4	7.599474105130015e-4
TEAD3_MOUSE.H11MO.0.D	3.5521676886274723e-4	3.5521676886274723e-4	3.5521676886274723e-4	3.5521676886274723e-4	3.5521676886274723e-4
TEAD4_MOUSE.H11MO.0.A	7.602035141220261e-4	7.602035141220261e-4	7.602035141220261e-4	7.602035141220261e-4	7.602035141220261e-4
TEF_MOUSE.H11MO.0.D	2.3170024706152846e-4	2.3170024706152846e-4	2.3170024706152846e-4	2.3170024706152846e-4	2.3170024706152846e-4
TF2L1_MOUSE.H11MO.0.C	7.772140383080549e-4	7.772140383080549e-4	7.772140383080549e-4	7.772140383080549e-4	7.772140383080549e-4
TF2L1_MOUSE.H11MO.1.C	4.1583469203595265e-4	4.1583469203595265e-4	4.1583469203595265e-4	4.1583469203595265e-4	4.1583469203595265e-4
TF65_MOUSE.H11MO.0.A	4.8236670087896383e-4	4.8236670087896383e-4	4.8236670087896383e-4	4.8236670087896383e-4	4.8236670087896383e-4
TF7L1_MOUSE.H11MO.0.A	8.196121222212805e-4	8.196121222212805e-4	8.196121222212805e-4	8.196121222212805e-4	8.196121222212805e-4
TF7L2_MOUSE.H11MO.0.A	4.316662233562452e-4	4.316662233562452e-4	4.316662233562452e-4	4.316662233562452e-4	4.316662233562452e-4
TFCP2_MOUSE.H11MO.0.D	1.1657514435377014e-3	1.1657514435377014e-3	1.1657514435377014e-3	1.1657514435377014e-3	1.1657514435377014e-3
TFDP1_MOUSE.H11MO.0.D	1.350559401764477e-3	1.350559401764477e-3	1.350559401764477e-3	1.350559401764477e-3	1.350559401764477e-3
TFE2_MOUSE.H11MO.0.A	1.2645271357512994e-3	1.2645271357512994e-3	1.2645271357512994e-3	1.2645271357512994e-3	1.2645271357512994e-3
TFE3_MOUSE.H11MO.0.A	6.137359086969224e-4	6.137359086969224e-4	6.137359086969224e-4	6.137359086969224e-4	6.137359086969224e-4
TFEB_MOUSE.H11MO.0.C	4.5835274591271146e-4	4.5835274591271146e-4	4.5835274591271146e-4	4.5835274591271146e-4	4.5835274591271146e-4
TGIF1_MOUSE.H11MO.0.A	6.863889998542281e-4	6.863889998542281e-4	6.863889998542281e-4	6.863889998542281e-4	6.863889998542281e-4
THA11_MOUSE.H11MO.0.B	1.6805770080267355e-3	1.6805770080267355e-3	1.6805770080267355e-3	1.6805770080267355e-3	1.6805770080267355e-3
THA_MOUSE.H11MO.0.C	7.841008824039582e-4	7.841008824039582e-4	7.841008824039582e-4	7.841008824039582e-4	7.841008824039582e-4
THA_MOUSE.H11MO.1.C	7.633107949443101e-4	7.633107949443101e-4	7.633107949443101e-4	7.633107949443101e-4	7.633107949443101e-4
THB_MOUSE.H11MO.0.D	1.0178238944912059e-3	1.0178238944912059e-3	1.0178238944912059e-3	1.0178238944912059e-3	1.0178238944912059e-3
TLX1_MOUSE.H11MO.0.D	4.021854891226674e-4	4.021854891226674e-4	4.021854891226674e-4	4.021854891226674e-4	4.021854891226674e-4
TWST1_MOUSE.H11MO.0.B	3.8897079027511866e-4	3.8897079027511866e-4	3.8897079027511866e-4	3.8897079027511866e-4	3.8897079027511866e-4
TWST1_MOUSE.H11MO.1.B	5.899051216836938e-4	5.899051216836938e-4	5.899051216836938e-4	5.899051216836938e-4	5.899051216836938e-4
TYY1_MOUSE.H11MO.0.A	1.0216804797961857e-3	1.0216804797961857e-3	1.0216804797961857e-3	1.0216804797961857e-3	1.0216804797961857e-3
UBIP1_MOUSE.H11MO.0.D	4.2360755123400625e-3	4.2360755123400625e-3	4.2360755123400625e-3	4.2360755123400625e-3	4.2360755123400625e-3
USF1_MOUSE.H11MO.0.A	6.7542212384974e-4	6.7542212384974e-4	6.7542212384974e-4	6.7542212384974e-4	6.7542212384974e-4
USF2_MOUSE.H11MO.0.A	7.883665903605421e-4	7.883665903605421e-4	7.883665903605421e-4	7.883665903605421e-4	7.883665903605421e-4
VDR_MOUSE.H11MO.0.A	5.001953258300721e-4	5.001953258300721e-4	5.001953258300721e-4	5.001953258300721e-4	5.001953258300721e-4
VDR_MOUSE.H11MO.1.A	5.070968409980104e-4	5.070968409980104e-4	5.070968409980104e-4	5.070968409980104e-4	5.070968409980104e-4
VSX2_MOUSE.H11MO.0.C	2.3563571164439715e-4	2.3563571164439715e-4	2.3563571164439715e-4	2.3563571164439715e-4	2.3563571164439715e-4
WT1_MOUSE.H11MO.0.B	4.2934522154972786e-3	4.2934522154972786e-3	4.2934522154972786e-3	4.2934522154972786e-3	4.2934522154972786e-3
WT1_MOUSE.H11MO.1.A	1.5282751850965092e-3	1.5282751850965092e-3	1.5282751850965092e-3	1.5282751850965092e-3	1.5282751850965092e-3
XBP1_MOUSE.H11MO.0.C	1.7830763349368958e-4	1.7830763349368958e-4	1.7830763349368958e-4	1.7830763349368958e-4	1.7830763349368958e-4
ZBT17_MOUSE.H11MO.0.A	4.194930083211688e-3	4.194930083211688e-3	4.194930083211688e-3	4.194930083211688e-3	4.194930083211688e-3
ZBT18_MOUSE.H11MO.0.D	7.695945039397604e-4	7.695945039397604e-4	7.695945039397604e-4	7.695945039397604e-4	7.695945039397604e-4
ZBT7A_MOUSE.H11MO.0.B	3.064703076760848e-4	3.064703076760848e-4	3.064703076760848e-4	3.064703076760848e-4	3.064703076760848e-4
ZBTB6_MOUSE.H11MO.0.D	1.2093403822531538e-3	1.2093403822531538e-3	1.2093403822531538e-3	1.2093403822531538e-3	1.2093403822531538e-3
ZEB1_MOUSE.H11MO.0.B	6.140455607115034e-4	6.140455607115034e-4	6.140455607115034e-4	6.140455607115034e-4	6.140455607115034e-4
ZEP1_MOUSE.H11MO.0.D	6.025233650589229e-4	6.025233650589229e-4	6.025233650589229e-4	6.025233650589229e-4	6.025233650589229e-4
ZEP2_MOUSE.H11MO.0.D	3.901502969632151e-4	3.901502969632151e-4	3.901502969632151e-4	3.901502969632151e-4	3.901502969632151e-4
ZFHX3_MOUSE.H11MO.0.D	1.0537276013381174e-4	1.0537276013381174e-4	1.0537276013381174e-4	1.0537276013381174e-4	1.0537276013381174e-4
ZFP42_MOUSE.H11MO.0.A	1.186667293691079e-3	1.186667293691079e-3	1.186667293691079e-3	1.186667293691079e-3	1.186667293691079e-3
ZFP57_MOUSE.H11MO.0.B	2.95558726871803e-4	2.95558726871803e-4	2.95558726871803e-4	2.95558726871803e-4	2.95558726871803e-4
ZFX_MOUSE.H11MO.0.B	2.29290536271859e-3	2.29290536271859e-3	2.29290536271859e-3	2.29290536271859e-3	2.29290536271859e-3
ZFX_MOUSE.H11MO.1.B	1.237845067798017e-3	1.237845067798017e-3	1.237845067798017e-3	1.237845067798017e-3	1.237845067798017e-3
ZIC1_MOUSE.H11MO.0.B	6.619362939785381e-4	6.619362939785381e-4	6.619362939785381e-4	6.619362939785381e-4	6.619362939785381e-4
ZIC2_MOUSE.H11MO.0.C	1.5089642319385678e-3	1.5089642319385678e-3	1.5089642319385678e-3	1.5089642319385678e-3	1.5089642319385678e-3
ZIC3_MOUSE.H11MO.0.A	1.4869824181414464e-3	1.4869824181414464e-3	1.4869824181414464e-3	1.4869824181414464e-3	1.4869824181414464e-3
ZKSC1_MOUSE.H11MO.0.A	3.680798914071872e-4	3.680798914071872e-4	3.680798914071872e-4	3.680798914071872e-4	3.680798914071872e-4
ZN143_MOUSE.H11MO.0.A	1.7706850975252317e-3	1.7706850975252317e-3	1.7706850975252317e-3	1.7706850975252317e-3	1.7706850975252317e-3
ZN148_MOUSE.H11MO.0.D	2.3356885020997405e-3	2.3356885020997405e-3	2.3356885020997405e-3	2.3356885020997405e-3	2.3356885020997405e-3
ZN281_MOUSE.H11MO.0.A	1.9175137622447587e-3	1.9175137622447587e-3	1.9175137622447587e-3	1.9175137622447587e-3	1.9175137622447587e-3
ZN322_MOUSE.H11MO.0.B	1.1343351578522003e-3	1.1343351578522003e-3	1.1343351578522003e-3	1.1343351578522003e-3	1.1343351578522003e-3
ZN335_MOUSE.H11MO.0.A	2.059012602682116e-3	2.059012602682116e-3	2.059012602682116e-3	2.059012602682116e-3	2.059012602682116e-3
ZN335_MOUSE.H11MO.1.A	1.2344901704454707e-3	1.2344901704454707e-3	1.2344901704454707e-3	1.2344901704454707e-3	1.2344901704454707e-3
ZN423_MOUSE.H11MO.0.D	7.355461616528524e-5	7.355461616528524e-5	7.355461616528524e-5	7.355461616528524e-5	7.355461616528524e-5
ZN431_MOUSE.H11MO.0.C	7.958312793684943e-4	7.958312793684943e-4	7.958312793684943e-4	7.958312793684943e-4	7.958312793684943e-4
